@RELATION anneal

@ATTRIBUTE feature_01 {A, B, C}
@ATTRIBUTE feature_02 {A}
@ATTRIBUTE feature_03 {A, B, C, D, E, F, G, H}
@ATTRIBUTE feature_04 REAL
@ATTRIBUTE feature_05 REAL
@ATTRIBUTE feature_06 {A, B}
@ATTRIBUTE feature_07 {A, B, C}
@ATTRIBUTE feature_08 {A, B, C, D, E}
@ATTRIBUTE feature_09 REAL
@ATTRIBUTE feature_10 {A, B}
@ATTRIBUTE feature_11 {A, B}
@ATTRIBUTE feature_12 {A, B, C, D, E}
@ATTRIBUTE feature_13 {A, B, C}
@ATTRIBUTE feature_14 {A, B}
@ATTRIBUTE feature_15 {A, B}
@ATTRIBUTE feature_16 {A, B}
@ATTRIBUTE feature_17 {A, B, C}
@ATTRIBUTE feature_18 {A, B}
@ATTRIBUTE feature_19 {A}
@ATTRIBUTE feature_20 {A, B}
@ATTRIBUTE feature_21 {A, B}
@ATTRIBUTE feature_22 {A, B}
@ATTRIBUTE feature_23 {A}
@ATTRIBUTE feature_24 {A, B}
@ATTRIBUTE feature_25 {A, B}
@ATTRIBUTE feature_26 {A}
@ATTRIBUTE feature_27 {A, B, C, D}
@ATTRIBUTE feature_28 {A, B}
@ATTRIBUTE feature_29 {A}
@ATTRIBUTE feature_30 {A}
@ATTRIBUTE feature_31 {A}
@ATTRIBUTE feature_32 {A, B}
@ATTRIBUTE feature_33 REAL
@ATTRIBUTE feature_34 REAL
@ATTRIBUTE feature_35 REAL
@ATTRIBUTE feature_36 {A, B, C}
@ATTRIBUTE feature_37 {A, B, C}
@ATTRIBUTE feature_38 {A, B, C}
@ATTRIBUTE class {A, B, C, D, E}

@DATA
A,A,B,0.0,0.0,A,C,C,0.0,A,A,D,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.699,1320.0,761.0,A,A,A,C
A,A,E,0.0,0.0,A,C,D,0.0,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.8,1320.0,4880.0,A,A,A,B
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,3.2,150.0,762.0,A,A,A,C
A,A,D,0.0,0.0,A,A,A,600.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.299,1050.0,1220.0,A,A,A,B
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,3.2,1300.0,4880.0,A,A,A,C
A,A,E,0.0,0.0,A,C,D,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.6,375.0,4880.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,E,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,610.0,762.0,A,A,A,C
A,A,E,6.0,0.0,B,A,A,0.0,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.2,1220.0,0.0,A,A,A,C
A,A,F,0.0,0.0,A,A,A,400.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.0,75.0,0.0,A,A,A,A
A,A,E,6.0,0.0,B,A,A,0.0,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.0,1320.0,762.0,A,A,A,C
A,A,B,0.0,70.0,B,A,A,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,2.5,610.0,0.0,A,C,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.8,610.0,4880.0,A,A,A,B
A,A,E,0.0,0.0,A,C,D,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.6,520.0,762.0,A,A,A,C
A,A,A,0.0,70.0,B,A,A,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,0.8,50.0,0.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.3,1320.0,4880.0,C,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,E,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.7,610.0,0.0,A,A,A,C
A,A,A,0.0,0.0,A,A,A,500.0,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,2.0,610.0,762.0,A,A,A,B
B,A,A,0.0,0.0,A,B,B,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,0.5,609.9,3000.0,A,A,A,D
A,A,A,0.0,0.0,A,C,B,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.7,610.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,1.0,610.0,4880.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.601,1320.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,0.301,610.0,762.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.2,609.9,612.0,A,A,A,B
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.8,1500.0,4170.0,A,A,A,B
A,A,B,0.0,45.0,A,C,A,0.0,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,1300.0,762.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,1.201,50.0,0.0,A,A,A,C
A,A,B,0.0,0.0,A,C,D,0.0,B,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.75,610.0,4880.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,374.9,762.0,A,A,A,C
A,A,E,0.0,0.0,A,A,A,500.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.6,609.9,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.8,610.0,4880.0,A,A,A,B
A,A,C,65.0,0.0,A,A,A,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.09,900.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.699,1320.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,150.0,762.0,A,A,A,C
A,A,C,55.0,0.0,A,A,A,0.0,A,A,A,A,A,A,B,C,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,2.2,900.0,0.0,A,A,A,C
A,A,G,0.0,0.0,A,C,C,0.0,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,610.0,4880.0,A,A,A,C
A,A,B,4.0,0.0,B,A,A,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.0,25.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.699,610.0,0.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,0.7,610.0,0.0,A,A,C,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.599,1320.0,4880.0,A,A,A,B
A,A,G,0.0,0.0,A,C,C,0.0,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,1320.0,762.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,3.2,1320.0,4880.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.699,1320.0,762.0,B,A,A,C
A,A,B,0.0,50.0,B,A,A,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.601,610.0,0.0,A,A,A,C
B,A,B,0.0,0.0,A,A,D,0.0,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,0.6,610.0,761.0,A,A,A,D
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,3.2,610.0,0.0,A,A,A,C
A,A,C,65.0,0.0,A,A,A,0.0,A,A,A,A,A,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,2.3,900.0,0.0,A,C,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,D,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.6,300.1,4880.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,D,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.699,300.1,4880.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,4.0,610.0,0.0,A,C,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.599,610.0,762.0,A,A,A,C
C,A,B,0.0,85.0,B,A,A,0.0,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.4,1220.0,762.0,A,A,A,E
A,A,D,0.0,0.0,A,A,A,350.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.601,609.9,0.0,A,A,A,C
A,A,B,0.0,45.0,A,C,A,0.0,A,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.4,1220.0,300.0,A,A,A,C
C,A,E,0.0,0.0,A,C,D,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.6,1220.0,0.0,A,A,C,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,1300.0,762.0,A,A,A,C
A,A,B,0.0,85.0,B,A,A,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.3,1220.0,4880.0,A,A,A,E
B,A,B,0.0,0.0,A,A,D,0.0,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,1.6,1220.0,761.0,A,A,A,D
A,A,B,0.0,0.0,A,C,C,0.0,A,A,E,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.4,610.0,0.0,A,A,A,C
A,A,B,0.0,45.0,A,C,A,0.0,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.3,610.0,762.0,A,A,A,C
A,A,E,6.0,0.0,B,A,A,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.0,610.0,0.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,E,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,610.0,4880.0,A,A,A,C
A,A,F,0.0,0.0,A,A,A,400.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.8,75.0,0.0,A,A,A,A
A,A,B,0.0,0.0,A,C,D,0.0,B,A,C,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,2.5,1320.0,0.0,A,A,A,C
C,A,B,0.0,50.0,B,A,A,0.0,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.6,1250.0,4880.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.7,610.0,0.0,A,A,A,C
A,A,A,0.0,50.0,B,A,A,0.0,A,A,E,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.601,1320.0,0.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,1320.1,762.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,3.201,385.1,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.6,500.0,4880.0,A,A,A,C
A,A,A,0.0,0.0,A,B,C,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,1320.0,4880.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,4.0,500.0,0.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,E,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,0.4,609.9,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,D,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.6,610.0,4170.0,A,A,A,B
B,A,A,0.0,0.0,A,B,B,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,1.6,610.0,762.0,A,A,A,D
A,A,B,0.0,45.0,A,C,A,0.0,A,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.6,1300.0,4880.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,3.2,50.0,0.0,A,A,A,C
A,A,B,0.0,80.0,B,A,A,0.0,A,A,E,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,0.5,29.0,0.0,A,A,A,C
A,A,A,0.0,0.0,A,C,B,0.0,A,A,E,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.3,595.0,762.0,A,A,A,C
C,A,B,0.0,85.0,B,A,A,0.0,A,A,C,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,1.2,1200.0,611.0,A,A,A,E
A,A,B,0.0,60.0,B,A,A,0.0,A,A,E,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,2.801,355.0,0.0,A,A,A,C
A,A,B,0.0,85.0,B,A,A,0.0,A,A,E,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,4.0,610.0,0.0,A,B,A,E
A,A,B,0.0,0.0,A,C,C,0.0,A,A,D,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.699,609.9,0.0,A,A,A,C
A,A,C,65.0,0.0,A,A,A,0.0,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.5,900.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,4.0,1000.0,0.0,A,C,A,C
C,A,E,0.0,0.0,A,A,A,300.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,0.8,915.0,0.0,A,A,A,A
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.7,610.0,0.0,A,A,A,C
A,A,B,0.0,85.0,B,A,A,0.0,A,A,E,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,3.201,610.0,0.0,A,C,A,E
A,A,B,0.0,0.0,A,C,D,0.0,B,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.0,1320.0,762.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.4,1320.0,0.0,A,A,A,C
B,A,B,0.0,0.0,A,A,D,0.0,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,1.6,610.0,762.0,A,A,A,D
A,A,B,0.0,0.0,A,C,D,0.0,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,0.7,610.0,0.0,A,A,A,C
C,A,B,0.0,85.0,B,A,A,0.0,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.4,1220.0,0.0,A,A,A,E
A,A,C,65.0,0.0,A,A,A,0.0,A,A,A,A,A,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,3.2,900.0,0.0,A,B,A,C
B,A,A,0.0,0.0,A,B,B,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,0.5,609.9,612.0,A,A,A,D
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.599,1500.0,612.0,A,A,A,B
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.8,1320.0,4880.0,A,A,A,B
A,A,B,0.0,0.0,A,C,D,0.0,B,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,2.5,1320.0,0.0,A,A,A,C
A,A,B,0.0,0.0,A,C,D,0.0,B,A,C,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,0.8,900.1,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,4.0,385.1,0.0,A,A,A,C
A,A,A,0.0,0.0,A,C,B,0.0,A,A,E,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.699,1300.0,762.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,D,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.6,610.0,4880.0,A,A,A,C
A,A,B,0.0,0.0,A,C,D,0.0,B,A,C,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,0.7,375.0,612.0,A,A,A,C
A,A,A,0.0,0.0,A,C,B,0.0,A,A,E,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,0.4,610.0,762.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.3,1320.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,3.2,610.0,0.0,A,A,C,C
A,A,B,0.0,85.0,B,A,A,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.201,1220.0,0.0,C,A,A,E
A,A,B,0.0,45.0,A,C,A,0.0,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,1320.0,762.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.8,610.0,0.0,A,A,A,B
A,A,B,0.0,45.0,A,C,A,0.0,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.699,610.0,0.0,B,A,A,C
A,A,D,0.0,0.0,A,A,A,350.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.6,609.9,0.0,A,A,A,C
A,A,C,65.0,0.0,A,A,A,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.09,610.0,0.0,A,A,A,C
A,A,B,0.0,45.0,A,C,A,0.0,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.3,610.0,4880.0,A,A,A,C
A,A,B,0.0,0.0,A,C,D,0.0,B,A,C,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,1.2,609.9,612.0,A,A,A,C
A,A,C,65.0,0.0,A,A,A,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,0.6,900.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,2.0,1500.0,612.0,A,A,A,B
A,A,G,0.0,0.0,A,C,C,0.0,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.8,20.0,0.0,A,A,A,B
A,A,C,45.0,0.0,A,A,A,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.6,900.0,0.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,D,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.999,1220.0,4880.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.599,1320.0,4880.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,2.0,610.0,612.0,A,A,A,B
A,A,E,6.0,0.0,B,A,A,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.6,610.0,762.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,D,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.6,609.9,762.0,A,A,A,C
A,A,D,0.0,0.0,A,A,A,350.0,A,A,E,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.9,610.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.599,610.0,4880.0,A,A,A,B
C,A,B,0.0,50.0,B,A,A,0.0,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.4,1320.0,0.0,A,A,A,C
A,A,E,0.0,0.0,A,C,C,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.2,335.0,612.0,A,A,A,B
A,A,F,0.0,0.0,A,A,A,700.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.0,609.9,0.0,A,A,A,A
A,A,D,0.0,0.0,A,A,A,600.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.9,1050.0,1220.0,A,A,A,B
A,A,B,0.0,0.0,A,C,D,0.0,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.201,75.0,0.0,A,A,A,C
A,A,D,0.0,0.0,A,A,A,600.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.3,1090.0,0.0,A,A,A,B
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,0.7,20.0,0.0,A,A,A,C
A,A,A,0.0,0.0,A,A,A,500.0,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,2.0,609.9,301.0,A,A,A,B
A,A,B,0.0,85.0,B,A,A,0.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.201,610.0,0.0,C,A,A,E
B,A,A,0.0,0.0,A,B,B,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,0.799,249.9,0.0,A,A,A,D
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.3,610.0,762.0,C,A,A,C
A,A,B,0.0,45.0,A,C,A,0.0,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.599,1320.0,761.0,A,A,A,C
A,A,H,0.0,0.0,A,A,A,310.0,A,A,E,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.6,610.0,762.0,A,A,A,C
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.699,1320.0,0.0,A,A,A,C
A,A,C,55.0,0.0,A,A,A,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.09,610.0,0.0,A,A,A,C
A,A,C,65.0,0.0,A,A,A,0.0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0.8,900.0,0.0,A,A,A,C
A,A,B,0.0,0.0,A,A,A,500.0,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,1.6,1320.0,0.0,A,A,A,C
A,A,G,0.0,0.0,A,C,C,0.0,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,1.599,1320.0,762.0,A,A,A,B
A,A,B,0.0,0.0,A,C,C,0.0,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,3.2,1320.0,4880.0,A,A,A,C
A,A,A,0.0,0.0,A,B,C,0.0,A,A,E,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,0.301,20.0,0.0,A,A,A,C
C,A,B,0.0,0.0,A,C,D,0.0,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,0.7,335.0,612.0,A,A,A,C
