@RELATION mushroom

@ATTRIBUTE feature_01 {A, B, C, D, E, F}
@ATTRIBUTE feature_02 {A, B, C, D}
@ATTRIBUTE feature_03 {A, B, C, D, E, F, G, H, I, J}
@ATTRIBUTE feature_04 {A, B}
@ATTRIBUTE feature_05 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_06 {A, B}
@ATTRIBUTE feature_07 {A, B}
@ATTRIBUTE feature_08 {A, B}
@ATTRIBUTE feature_09 {A, B, C, D, E, F, G, H, I, J, K, L}
@ATTRIBUTE feature_10 {A, B}
@ATTRIBUTE feature_11 {A, B, C, D, E}
@ATTRIBUTE feature_12 {A, B, C, D}
@ATTRIBUTE feature_13 {A, B, C, D}
@ATTRIBUTE feature_14 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_15 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_16 {A}
@ATTRIBUTE feature_17 {A, B, C, D}
@ATTRIBUTE feature_18 {A, B, C}
@ATTRIBUTE feature_19 {A, B, C, D, E}
@ATTRIBUTE feature_20 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_21 {A, B, C, D, E, F}
@ATTRIBUTE feature_22 {A, B, C, D, E, F, G}
@ATTRIBUTE class {A, B}

@DATA
F,A,J,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,F,B,B
C,A,J,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,F,B,B
C,D,D,A,C,B,A,A,H,A,B,B,B,E,G,A,C,B,C,B,F,A,B
C,A,J,A,C,B,A,A,H,A,B,B,B,G,E,A,C,B,C,B,F,A,B
C,A,J,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,E,A,B
F,D,D,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,E,E,B
F,D,D,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,F,E,B
C,D,C,B,F,B,A,A,H,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,A,J,A,C,B,A,A,D,A,B,B,B,E,G,A,C,B,C,B,E,A,B
C,A,D,A,C,B,A,A,D,A,B,B,B,A,G,A,C,B,C,B,F,A,B
C,D,D,A,C,B,A,A,D,A,B,B,B,E,G,A,C,B,C,B,E,E,B
F,A,J,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,E,B,B
F,A,J,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,E,E,B
F,A,D,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,F,A,B
F,D,J,A,C,B,A,A,H,A,B,B,B,G,G,A,C,B,C,B,F,E,B
C,C,I,B,C,B,A,A,H,B,B,A,A,H,H,A,C,B,E,B,D,F,B
C,A,J,A,C,B,A,A,D,A,B,B,B,G,E,A,C,B,C,B,E,B,B
C,A,J,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,E,A,B
C,D,D,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,F,E,B
C,A,J,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,F,A,B
C,A,J,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,E,A,B
C,A,D,A,C,B,A,A,C,A,B,B,B,A,A,A,C,B,C,B,E,E,B
F,D,D,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,F,B,B
F,A,J,A,C,B,A,A,D,A,B,B,B,A,G,A,C,B,C,B,F,E,B
C,A,D,A,C,B,A,A,C,A,B,B,B,G,A,A,C,B,C,B,E,B,B
F,A,J,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,F,A,B
C,D,D,A,C,B,A,A,H,A,B,B,B,E,E,A,C,B,C,B,E,A,B
F,D,J,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,E,A,B
F,C,I,B,C,B,A,A,D,B,B,A,C,H,H,A,C,B,E,B,D,B,B
C,A,D,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,F,B,B
F,C,A,B,C,B,A,A,H,B,B,A,C,H,H,A,C,B,E,B,D,B,B
C,D,D,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,E,A,B
F,D,D,A,C,B,A,A,H,A,B,B,B,E,E,A,C,B,C,B,E,A,B
F,A,J,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,F,B,B
F,A,J,A,C,B,A,A,H,A,B,B,B,E,E,A,C,B,C,B,F,B,B
F,D,J,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,E,B,B
C,D,D,B,F,B,A,A,J,B,B,C,C,D,D,A,C,B,E,D,F,A,A
C,D,J,A,C,B,A,A,D,A,B,B,B,G,G,A,C,B,C,B,F,E,B
F,D,D,A,C,B,A,A,D,A,B,B,B,G,E,A,C,B,C,B,F,E,B
C,A,J,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,E,B,B
C,D,J,A,C,B,A,A,D,A,B,B,B,E,G,A,C,B,C,B,E,E,B
C,A,J,A,C,B,A,A,C,A,B,B,B,E,G,A,C,B,C,B,F,A,B
F,D,D,A,C,B,A,A,D,A,B,B,B,G,G,A,C,B,C,B,E,E,B
C,A,D,A,C,B,A,A,C,A,B,B,B,A,A,A,C,B,C,B,F,B,B
F,D,D,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,F,E,B
F,A,F,A,B,B,A,B,H,A,B,C,C,H,H,A,C,B,E,C,D,A,B
F,D,J,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,F,A,B
F,A,J,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,F,B,B
C,A,J,A,C,B,A,A,D,A,B,B,B,A,G,A,C,B,C,B,F,B,B
F,D,D,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,E,B,B
C,A,D,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,E,B,B
F,D,D,A,C,B,A,A,D,A,B,B,B,G,E,A,C,B,C,B,E,A,B
F,A,J,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,F,B,B
F,A,J,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,E,E,B
F,D,D,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,F,A,B
F,D,J,A,C,B,A,A,C,A,B,B,B,E,G,A,C,B,C,B,E,A,B
C,D,D,A,C,B,A,A,C,A,B,B,B,A,A,A,C,B,C,B,F,E,B
C,D,D,A,C,B,A,A,H,A,B,B,B,G,E,A,C,B,C,B,E,A,B
F,A,J,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,F,E,B
D,D,E,A,F,B,B,B,K,A,B,A,A,H,E,A,C,B,A,H,E,C,A
C,A,D,A,C,B,A,A,H,A,B,B,B,E,E,A,C,B,C,B,F,E,B
F,D,J,A,C,B,A,A,D,A,B,B,B,E,G,A,C,B,C,B,F,B,B
C,A,J,A,C,B,A,A,H,A,B,B,B,G,G,A,C,B,C,B,F,B,B
F,D,D,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,E,A,B
F,A,D,A,C,B,A,A,D,A,B,B,B,A,G,A,C,B,C,B,F,E,B
C,A,J,A,C,B,A,A,H,A,B,B,B,G,G,A,C,B,C,B,E,B,B
C,C,F,B,F,B,A,A,B,A,A,C,C,H,H,A,C,C,A,H,B,G,A
C,A,J,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,E,E,B
F,A,J,A,C,B,A,A,C,A,B,B,B,A,A,A,C,B,C,B,F,A,B
F,D,D,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,F,A,B
C,D,D,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,F,E,B
F,A,J,A,C,B,A,A,C,A,B,B,B,A,A,A,C,B,C,B,E,A,B
C,D,D,A,C,B,A,A,D,A,B,B,B,G,E,A,C,B,C,B,F,B,B
C,D,D,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,E,B,B
D,C,F,B,F,B,A,A,B,A,A,C,C,H,C,A,C,C,A,H,B,G,A
F,A,J,A,C,B,A,A,H,A,B,B,B,G,E,A,C,B,C,B,E,A,B
C,A,J,A,C,B,A,A,H,A,B,B,B,G,E,A,C,B,C,B,E,E,B
C,A,D,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,F,E,B
C,A,D,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,E,B,B
F,A,J,A,C,B,A,A,D,A,B,B,B,E,G,A,C,B,C,B,F,E,B
C,A,D,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,F,E,B
F,D,D,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,F,B,B
C,D,J,A,C,B,A,A,C,A,B,B,B,A,E,A,C,B,C,B,F,B,B
C,A,D,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,F,A,B
F,A,J,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,E,A,B
C,A,D,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,E,B,B
C,A,D,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,F,A,B
C,A,J,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,F,B,B
C,D,D,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,D,F,A,A
C,D,D,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,F,A,B
C,D,D,A,C,B,A,A,C,A,B,B,B,E,G,A,C,B,C,B,E,A,B
C,D,D,A,C,B,A,A,C,A,B,B,B,A,E,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,E,B,B
F,D,D,A,C,B,A,A,H,A,B,B,B,A,E,A,C,B,C,B,F,B,B
F,D,J,A,C,B,A,A,C,A,B,B,B,G,A,A,C,B,C,B,F,E,B
C,A,J,A,C,B,A,A,H,A,B,B,B,A,A,A,C,B,C,B,F,A,B
F,A,J,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,F,E,B
C,A,D,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,E,B,B
F,A,J,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,E,A,B
C,A,D,A,C,B,A,A,D,A,B,B,B,A,A,A,C,B,C,B,E,B,B
C,D,D,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,F,A,B
C,A,D,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,F,B,B
C,D,J,A,C,B,A,A,D,A,B,B,B,G,G,A,C,B,C,B,E,B,B
C,A,D,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,F,B,B
F,A,J,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,F,E,B
C,D,D,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,F,B,B
C,D,D,A,C,B,A,A,D,A,B,B,B,A,A,A,C,B,C,B,F,B,B
C,D,D,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,E,E,B
F,D,G,A,F,B,A,B,H,A,A,C,A,H,H,A,C,B,B,B,E,A,A
C,D,J,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,F,B,B
F,A,J,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,F,A,B
F,D,E,A,H,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,E,B
C,D,J,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,E,A,B
D,D,E,A,F,B,A,B,K,A,A,B,D,H,E,A,C,B,A,H,E,A,B
C,A,J,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,F,A,B
F,D,D,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,E,A,B
F,D,D,A,C,B,A,A,D,A,B,B,B,A,G,A,C,B,C,B,F,B,B
C,D,D,A,C,B,A,A,C,A,B,B,B,E,G,A,C,B,C,B,F,B,B
F,A,J,A,C,B,A,A,H,A,B,B,B,G,G,A,C,B,C,B,E,A,B
F,A,D,A,C,B,A,A,C,A,B,B,B,E,G,A,C,B,C,B,E,A,B
F,D,D,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,E,A,B
F,D,D,A,C,B,A,A,H,A,B,B,B,E,E,A,C,B,C,B,F,B,B
F,D,D,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,F,B,B
C,D,C,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,C,F,A,A
C,A,J,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,F,E,B
F,D,J,A,C,B,A,A,D,A,B,B,B,G,G,A,C,B,C,B,E,B,B
C,A,J,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,E,B,B
F,A,J,A,C,B,A,A,H,A,B,B,B,A,A,A,C,B,C,B,E,E,B
C,A,D,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,F,B,B
C,A,D,A,C,B,A,A,D,A,B,B,B,G,G,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,F,B,B
C,C,A,B,C,B,A,A,K,B,B,C,C,H,H,A,C,B,E,B,D,F,B
F,D,D,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,E,E,B
C,A,D,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,E,E,B
C,D,D,A,C,B,A,A,C,A,B,B,B,A,E,A,C,B,C,B,F,A,B
C,A,J,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,E,A,B
C,D,D,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,F,B,B
F,D,D,A,C,B,A,A,H,A,B,B,B,A,E,A,C,B,C,B,E,B,B
F,C,C,B,F,B,A,A,B,A,A,C,C,H,C,A,C,C,A,H,B,G,A
C,A,D,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,E,A,B
C,A,J,A,C,B,A,A,H,A,B,B,B,E,G,A,C,B,C,B,F,A,B
C,D,D,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,F,A,B
F,D,J,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,F,E,B
C,D,D,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,E,A,B
F,A,J,A,C,B,A,A,D,A,B,B,B,A,A,A,C,B,C,B,F,B,B
A,D,I,B,F,B,B,B,K,A,B,C,C,H,H,A,C,B,E,H,B,C,B
C,C,A,B,C,B,A,A,D,B,B,C,C,H,H,A,C,B,E,B,E,F,B
F,D,J,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,F,E,B
C,D,D,A,C,B,A,A,C,A,B,B,B,A,A,A,C,B,C,B,F,A,B
C,D,D,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,E,E,B
C,D,J,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,E,E,B
C,A,D,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,F,A,B
F,D,J,A,C,B,A,A,D,A,B,B,B,G,G,A,C,B,C,B,E,A,B
F,A,J,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,E,B,B
C,A,D,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,F,B,B
F,C,I,B,C,B,A,A,K,B,B,A,A,H,H,A,C,B,E,B,D,F,B
C,D,D,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,E,A,A
F,D,E,A,I,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,A,B
C,D,D,A,C,B,A,A,H,A,B,B,B,G,G,A,C,B,C,B,F,A,B
C,A,D,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,F,B,B
C,D,C,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,C,E,A,A
F,D,A,B,F,B,A,A,B,A,A,C,C,H,C,A,C,C,A,H,B,G,A
F,D,J,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,F,B,B
F,D,J,A,C,B,A,A,C,A,B,B,B,A,E,A,C,B,C,B,F,A,B
F,D,J,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,E,E,B
F,D,J,A,C,B,A,A,H,A,B,B,B,E,E,A,C,B,C,B,F,B,B
C,A,J,A,C,B,A,A,C,A,B,B,B,A,E,A,C,B,C,B,F,B,B
C,D,D,A,C,B,A,A,H,A,B,B,B,A,A,A,C,B,C,B,F,B,B
F,A,D,A,C,B,A,A,H,A,B,B,B,E,E,A,C,B,C,B,F,B,B
C,D,J,A,C,B,A,A,H,A,B,B,B,A,A,A,C,B,C,B,E,B,B
F,D,D,A,C,B,A,A,D,A,B,B,B,G,G,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,F,B,B
C,D,D,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,F,E,B
C,D,J,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,F,B,B
F,D,D,A,C,B,A,A,C,A,B,B,B,G,A,A,C,B,C,B,F,A,B
C,D,D,A,C,B,A,A,D,A,B,B,B,G,G,A,C,B,C,B,E,A,B
C,D,D,A,C,B,A,A,H,A,B,B,B,A,E,A,C,B,C,B,F,E,B
F,D,H,A,F,B,A,B,D,A,A,C,A,H,H,A,C,B,B,B,F,A,A
F,A,D,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,E,B,B
C,A,J,A,C,B,A,A,C,A,B,B,B,E,G,A,C,B,C,B,E,B,B
C,A,J,A,C,B,A,A,D,A,B,B,B,G,E,A,C,B,C,B,F,B,B
F,A,J,A,C,B,A,A,D,A,B,B,B,G,E,A,C,B,C,B,E,B,B
C,A,J,A,C,B,A,A,D,A,B,B,B,A,A,A,C,B,C,B,E,B,B
C,A,D,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,E,B,B
C,D,D,A,C,B,A,A,H,A,B,B,B,A,A,A,C,B,C,B,F,A,B
C,A,D,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,E,B,B
C,A,J,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,F,A,B
C,D,J,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,E,E,B
C,A,D,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,E,E,B
C,D,D,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,F,B,B
C,A,J,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,F,A,B
C,A,C,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,D,F,A,A
C,C,A,B,C,B,A,A,D,B,B,C,A,H,H,A,C,B,E,B,E,F,B
C,D,D,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,E,A,B
C,A,D,A,C,B,A,A,D,A,B,B,B,G,G,A,C,B,C,B,E,E,B
F,D,J,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,F,B,B
C,A,J,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,F,E,B
C,D,J,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,E,A,B
C,D,E,B,F,B,A,A,J,B,B,C,C,H,D,A,C,B,E,C,E,A,A
C,D,J,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,F,B,B
F,C,A,B,F,B,A,A,B,A,A,C,C,H,H,A,C,C,A,H,B,G,A
F,D,J,A,C,B,A,A,H,A,B,B,B,E,G,A,C,B,C,B,F,B,B
F,A,J,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,F,A,B
F,D,J,A,C,B,A,A,D,A,B,B,B,G,E,A,C,B,C,B,F,B,B
C,D,D,A,C,B,A,A,C,A,B,B,B,A,A,A,C,B,C,B,E,E,B
C,A,C,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,C,F,A,A
C,A,J,A,C,B,A,A,H,A,B,B,B,G,E,A,C,B,C,B,E,A,B
C,A,J,A,C,B,A,A,H,A,B,B,B,A,E,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,E,A,B
F,A,J,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,E,B,B
F,D,E,A,I,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,A,B
C,A,J,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,E,E,B
F,D,J,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,E,B,B
C,A,J,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,E,E,B
C,A,J,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,E,A,B
C,D,D,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,E,E,B
C,D,D,A,C,B,A,A,D,A,B,B,B,A,A,A,C,B,C,B,E,B,B
C,D,D,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,E,A,B
C,A,D,A,C,B,A,A,C,A,B,B,B,A,E,A,C,B,C,B,E,B,B
F,C,D,A,B,B,A,B,H,A,B,C,C,H,H,A,C,B,E,C,E,A,B
F,D,J,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,F,B,B
C,C,D,B,C,B,A,A,D,B,B,A,A,H,H,A,C,B,E,B,D,F,B
F,D,D,A,C,B,A,A,H,A,B,B,B,E,E,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,H,A,B,B,B,G,A,A,C,B,C,B,F,E,B
F,D,J,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,F,A,B
C,D,D,B,F,B,A,A,J,B,B,C,C,G,D,A,C,B,E,C,F,A,A
C,A,D,A,C,B,A,A,C,A,B,B,B,A,E,A,C,B,C,B,F,A,B
C,D,J,A,C,B,A,A,D,A,B,B,B,E,G,A,C,B,C,B,E,B,B
C,D,D,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,F,E,B
F,D,J,A,C,B,A,A,D,A,B,B,B,A,A,A,C,B,C,B,F,B,B
F,D,D,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,F,A,B
F,A,J,A,C,B,A,A,H,A,B,B,B,A,G,A,C,B,C,B,F,E,B
C,D,E,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,D,E,A,A
F,D,D,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,F,B,B
C,A,J,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,E,B,B
F,D,D,A,C,B,A,A,H,A,B,B,B,G,E,A,C,B,C,B,E,E,B
F,D,J,A,C,B,A,A,H,A,B,B,B,G,G,A,C,B,C,B,F,B,B
C,A,D,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,F,E,B
C,A,D,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,F,B,B
F,D,J,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,F,B,B
D,D,A,B,F,B,A,A,B,A,A,C,C,C,C,A,C,C,A,H,B,G,A
F,D,J,A,C,B,A,A,H,A,B,B,B,A,A,A,C,B,C,B,F,E,B
F,D,E,A,H,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,A,B
C,D,D,A,C,B,A,A,H,A,B,B,B,E,E,A,C,B,C,B,F,E,B
F,D,D,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,F,E,B
C,D,J,A,C,B,A,A,D,A,B,B,B,A,A,A,C,B,C,B,E,B,B
C,D,D,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,E,A,B
C,A,D,A,C,B,A,A,D,A,B,B,B,A,G,A,C,B,C,B,F,B,B
C,D,J,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,F,B,B
F,A,J,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,F,A,B
F,C,I,B,C,B,A,A,H,B,B,A,A,H,H,A,C,B,E,B,E,F,B
F,D,J,A,C,B,A,A,C,A,B,B,B,G,A,A,C,B,C,B,E,B,B
C,A,J,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,F,E,B
F,A,J,A,C,B,A,A,H,A,B,B,B,G,E,A,C,B,C,B,F,B,B
F,D,J,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,E,E,B
C,D,J,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,D,A,B,B,B,E,A,A,C,B,C,B,F,B,B
F,D,J,A,C,B,A,A,H,A,B,B,B,A,E,A,C,B,C,B,E,E,B
C,D,D,A,C,B,A,A,H,A,B,B,B,G,E,A,C,B,C,B,F,E,B
C,A,J,A,C,B,A,A,D,A,B,B,B,A,A,A,C,B,C,B,F,E,B
C,A,D,A,C,B,A,A,D,A,B,B,B,A,A,A,C,B,C,B,E,E,B
C,D,E,B,F,B,A,A,H,B,B,C,C,H,G,A,C,B,E,C,F,A,A
F,D,J,A,C,B,A,A,D,A,B,B,B,A,G,A,C,B,C,B,E,A,B
F,D,D,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,E,E,B
C,D,D,A,C,B,A,A,D,A,B,B,B,A,G,A,C,B,C,B,E,B,B
C,D,D,A,C,B,A,A,C,A,B,B,B,G,A,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,F,A,B
C,A,D,A,C,B,A,A,C,A,B,B,B,E,A,A,C,B,C,B,E,E,B
F,D,D,A,C,B,A,A,H,A,B,B,B,G,G,A,C,B,C,B,E,A,B
F,D,J,A,C,B,A,A,H,A,B,B,B,A,E,A,C,B,C,B,E,A,B
F,A,J,A,C,B,A,A,D,A,B,B,B,E,E,A,C,B,C,B,F,A,B
C,A,J,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,F,A,B
C,A,B,A,F,B,B,B,K,A,B,C,A,H,E,A,C,B,A,H,E,C,A
C,D,D,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,E,B,B
F,D,D,A,C,B,A,A,H,A,B,B,B,G,E,A,C,B,C,B,F,E,B
C,A,J,A,F,B,A,B,K,A,A,B,D,H,I,A,C,B,A,H,E,A,B
C,A,J,A,C,B,A,A,D,A,B,B,B,G,A,A,C,B,C,B,F,E,B
F,C,D,B,C,B,A,A,H,B,B,A,C,H,H,A,C,B,E,B,E,B,B
C,C,E,B,F,B,A,A,B,A,A,C,C,H,H,A,C,C,A,H,B,G,A
F,D,E,A,I,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,E,B
F,C,D,A,B,B,B,B,J,A,B,C,C,H,H,A,C,B,E,C,E,A,B
F,A,J,A,C,B,A,A,C,A,B,B,B,E,E,A,C,B,C,B,F,A,B
C,D,D,A,C,B,A,A,D,A,B,B,B,A,E,A,C,B,C,B,E,B,B
C,D,D,A,C,B,A,A,C,A,B,B,B,G,A,A,C,B,C,B,F,A,B
F,D,J,A,C,B,A,A,H,A,B,B,B,E,A,A,C,B,C,B,E,B,B
F,D,J,A,C,B,A,A,H,A,B,B,B,A,A,A,C,B,C,B,E,B,B
F,D,D,A,C,B,A,A,H,A,B,B,B,A,A,A,C,B,C,B,F,A,B
C,D,D,A,C,B,A,A,C,A,B,B,B,G,G,A,C,B,C,B,F,A,B
